OBJECTID,FULL_ZONING,NOTE,HTML,VIEWER_HTML,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPESTArea,SHAPESTLength
488,H-RM2-145,"SEE PART 11, APPENDIX A22",<A HREF=https://www.burlington.ca/en/zoning/exception_145.asp TARGET=new>H-RM2-145</A>,https://www.burlington.ca/en/zoning/exception_145.asp ,{2FB9661A-A374-44E0-B927-30D715830CB6},,,,,1445.14494316371,222.691175523789
19857,H-RM2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp TARGET=new>H-RM2</A>,https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp ,{C50C95F2-A806-402C-8DCE-B4AD61CF2AFB},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,5428.06550462204,377.647987209259
19858,R5-309, ,<A HREF=https://www.burlington.ca/en/zoning/exception_309.asp TARGET=new>R5-309</A>,https://www.burlington.ca/en/zoning/exception_309.asp ,{3DF7145A-BB76-45DD-9799-D1D3C13487A5},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,11893.5837586281,633.248869390853
19859,PC, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_3_pc_zone.asp TARGET=new>PC</A>,https://www.burlington.ca/en/zoning/part_10_3_pc_zone.asp ,{10A75DEB-4287-4C51-A56B-EB45026799CD},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,39072.3443400003,875.264339299505
19860,R3.2-318, ,<A HREF=https://www.burlington.ca/en/zoning/exception_318.asp TARGET=new>R3.2-318</A>,https://www.burlington.ca/en/zoning/exception_318.asp ,{793C821A-4EBE-4D73-8B4A-0CEF28B32DD8},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,16681.1099800001,575.05139346865
19861,H-MXT-532, ,<A HREF=https://www.burlington.ca/en/zoning/exception_345.asp TARGET=new>H-MXT-532</A>,https://www.burlington.ca/en/zoning/exception_532.asp ,{79E199B6-AC5A-46D1-9686-3AFB4D3ED275},COB,2022/06/29 13:08:32+00,MAW,2024/01/10 14:43:32+00,49559.1432176063,889.087121849324
19862,RM2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp TARGET=new>RM2</A>,https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp ,{4D36F46C-FB73-4223-906C-884B8AC4696B},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,23443.0144800002,653.32663160128
19863,DC-19, ,<A HREF=https://www.burlington.ca/en/zoning/exception_019.asp TARGET=new>DC-19</A>,https://www.burlington.ca/en/zoning/exception_019.asp ,{23574A66-5A82-4400-859A-6C6B5733B27C},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,752.374740000006,128.684460114142
19864,RM2-215, ,<A HREF=https://www.burlington.ca/en/zoning/exception_215.asp TARGET=new>RM2-215</A>,https://www.burlington.ca/en/zoning/exception_215.asp ,{BB05472F-FE95-4BBB-BFC5-BDCFCF37B939},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,9057.00705089927,475.408897432952
19865,RNA1, ,<A HREF=https://www.burlington.ca/en/zoning/part_9_4_rna1_zone_regulations.asp TARGET=new>RNA1</A>,https://www.burlington.ca/en/zoning/part_9_4_rna1_zone_regulations.asp ,{718A8B18-D255-4B68-99D7-85D6D8C71D4E},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,2320.03139000002,228.77288878959
19866,O3, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_6_o3_zone.asp TARGET=new>03</A>,https://www.burlington.ca/en/zoning/part_10_6_o3_zone.asp ,{7580E9C7-1596-4E22-819C-BD284D2BF8A7},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,1527.81250000001,157.406986332601
19867,R4, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_5_r4_zone_regulations.asp TARGET=new>R4</A>,https://www.burlington.ca/en/zoning/part_2_5_r4_zone_regulations.asp ,{F92057B2-0F83-457C-964A-1A3D55E86E6A},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,50247.2979300004,1840.45884057143
19868,RM5-235, ,<A HREF=https://www.burlington.ca/en/zoning/exception_235.asp TARGET=new>RM5-235</A>,https://www.burlington.ca/en/zoning/exception_235.asp ,{1D7F0253-6121-4CC0-9538-B9E451E68866},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,5636.85929000004,302.487915502973
19869,UCR1-74,,<A HREF=https://www.burlington.ca/en/zoning/exception_074.asp TARGET=new>UCR1-74</A>,https://www.burlington.ca/en/zoning/exception_074.asp ,{1895F689-349F-4A18-821A-D716503C8CDA},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,54008.1071109236,1037.49241345488
19870,RH4, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_13_rh_zone_permitted_uses.asp TARGET=new>RH</A>,https://www.burlington.ca/en/zoning/part_2_13_rh_zone_permitted_uses.asp ,{4EDC5B66-D085-4311-8496-BBD1FDD74DA0},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,9854.24993000008,399.547377042018
19871,O2, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_5_o2_zone.asp TARGET=new>02</A>,https://www.burlington.ca/en/zoning/part_10_5_o2_zone.asp ,{785F5AD6-2479-40EC-B929-8862D4755349},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,30445.2031100002,2108.10506021215
19872,RNA1,,<A HREF=https://www.burlington.ca/en/zoning/part_9_4_rna1_zone_regulations.asp TARGET=new>RNA1</A>,https://www.burlington.ca/en/zoning/part_9_4_rna1_zone_regulations.asp ,{658FC0F4-C140-4AAD-A73C-DF3F271459A6},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,32531.2299146532,1041.85990914774
19873,CNA,,<A HREF=https://www.burlington.ca/en/zoning/10__cna_zone_regulations.asp TARGET=new>CNA</A>,https://www.burlington.ca/en/zoning/10__cna_zone_regulations.asp ,{2EBA8EC5-1D26-4E97-A1FF-C0ADB0228696},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,17361.0046947341,520.570116151046
19874,RM2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp TARGET=new>RM2</A>,https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp ,{143279C8-4D46-4077-AC75-0CB34B508558},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,88825.2802200007,1451.86347570935
19875,H-RM2-560, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp TARGET=new>RM2</A>,https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp ,{CC048802-5B86-4808-BA82-AA5B6B612735},COB,2022/06/29 13:08:32+00,MAW,2025/04/07 19:10:07+00,4406.20265000003,285.514510979284
19876,BC1-548, ,<A HREF=https://www.burlington.ca/en/zoning/exception_548.asp TARGET=new>BC1-548</A>,https://www.burlington.ca/en/zoning/exception_548.asp ,{0EA96E1D-D24E-4E18-9CA0-49496C428D34},COB,2022/06/29 13:08:32+00,MAW,2025/01/10 19:36:39+00,16151.6831688529,580.454995232736
19877,RM2-126, ,<A HREF=https://www.burlington.ca/en/zoning/exception_126.asp TARGET=new>RM2-126</A>,https://www.burlington.ca/en/zoning/exception_126.asp ,{B2F965C1-666B-454F-B2FD-6426E4B4F11C},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,3126.43722000002,247.664968563769
19878,RM2-31, ,<A HREF=https://www.burlington.ca/en/zoning/exception_031.asp TARGET=new>RM2-31</A>,https://www.burlington.ca/en/zoning/exception_031.asp ,{41D3B110-35E7-4960-9083-80765741FAC7},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,1685.51630000001,170.71449642353
19879,R3.2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp TARGET=new>R3.2</A>,https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp ,{25575DC3-1934-4CC0-A8E8-0F0393B8F5A1},COB,2022/06/29 13:08:32+00,MAW,2025/06/17 17:23:54+00,29758.2872142728,928.365607153625
19880,MXG-430, ,<A HREF=https://www.burlington.ca/en/zoning/exception_430.asp TARGET=new>MXG-430</A>,https://www.burlington.ca/en/zoning/exception_430.asp ,{068F6861-FD20-40B0-BAFD-F74136EE458A},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,7965.45443944656,445.303342144217
19881,RH4-463, ,<A HREF=https://www.burlington.ca/en/zoning/exception_463.asp TARGET=new>RH4-463</A>,https://www.burlington.ca/en/zoning/exception_463.asp,{88C8F387-B5E1-421A-8CEC-9A20A529DA43},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,21598.8586885419,712.065237509416
19882,RM2-117, ,<A HREF=https://www.burlington.ca/en/zoning/exception_117.asp TARGET=new>RM2-117</A>,https://www.burlington.ca/en/zoning/exception_117.asp ,{7DE73AB7-F1E3-47AE-A31F-24FF38D37691},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,36810.8122500003,1312.0923833781
19883,RM3, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_10_rm3_zone_regulations.asp TARGET=new>RM3</A>,https://www.burlington.ca/en/zoning/part_2_10_rm3_zone_regulations.asp ,{92FDD4A9-C006-456E-8958-F5D787C930B5},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,13733.0473100001,476.399844908926
19884,RM2-424, ,<A HREF=https://www.burlington.ca/en/zoning/exception_424.asp TARGET=new>RM2-424</A>,https://www.burlington.ca/en/zoning/exception_424.asp ,{6B9EF140-B06C-4A2B-B61B-8DC2083C4EEF},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,14243.675612173,532.069753564407
19885,R3.2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp TARGET=new>R3.2</A>,https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp ,{012BBA6E-F1F6-4FBC-9D0C-2D5375F25A71},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,15874.1110600001,789.636999773842
19886,RM1, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_8_rm1_zone_regulations.asp TARGET=new>RM1</A>,https://www.burlington.ca/en/zoning/part_2_8_rm1_zone_regulations.asp ,{A6CC58DC-673C-4FE3-BD3D-FB260D605DBE},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,6093.81305000005,371.768073366143
19887,O2, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_5_o2_zone.asp TARGET=new>02</A>,https://www.burlington.ca/en/zoning/part_10_5_o2_zone.asp ,{7A29BEE2-9823-4FF9-911E-FBF11A034953},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,56132.4042400004,2870.89424089182
19888,UCR2-75,,<A HREF=https://www.burlington.ca/en/zoning/exception_075.asp TARGET=new>UCR2-75</A>,https://www.burlington.ca/en/zoning/exception_075.asp ,{92D71CD5-1138-4E6D-B4EF-A3EA7CBF75F1},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,79015.7851332334,1353.68967626163
19889,R3.2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp TARGET=new>R3.2</A>,https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp ,{A057CD3A-7F2F-4FF8-9ECF-A23FB708B419},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,11102.9202900001,596.249794082314
19890,RM5, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_12_rm5_zone_regulations.asp TARGET=new>RM5</A>,https://www.burlington.ca/en/zoning/part_2_12_rm5_zone_regulations.asp ,{791E39D2-29AA-4831-9969-0A4E7CE7F41F},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,38881.4526600003,1184.66759669147
19891,R3.2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp TARGET=new>R3.2</A>,https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp ,{3356D244-AA21-4AF9-A8E7-8DC9987F684F},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,15165.7954700001,541.511387631262
19892,O1, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_4_o1_zone.asp TARGET=new>O1</A>,https://www.burlington.ca/en/zoning/part_10_4_o1_zone.asp ,{286A059E-C0AF-4314-8D52-ECAED0E03982},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,5311.34447000004,312.619908046873
19893,O3, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_6_o3_zone.asp TARGET=new>03</A>,https://www.burlington.ca/en/zoning/part_10_6_o3_zone.asp ,{CA0EA427-BCC9-4CB1-97F2-2F2028E3DDEA},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,4570.37370000004,639.718522667904
19894,RM2-254, ,<A HREF=https://www.burlington.ca/en/zoning/exception_254.asp TARGET=new>RM2-254</A>,https://www.burlington.ca/en/zoning/exception_254.asp ,{E4CBF619-1E95-4252-B086-7A5C65FDD95B},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,67425.0419325786,1349.2589822129
19895,GE2-53, ,<A HREF=https://www.burlington.ca/en/zoning/exception_053.asp TARGET=new>GE2-53</A>,https://www.burlington.ca/en/zoning/exception_053.asp ,{95A13F3A-7158-417C-A512-2677B975CB2F},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,9354.46860000007,396.484543747952
19896,R2.1, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp TARGET=new>R2.1</A>,https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp ,{B13F6D5C-F0D0-44B4-AF6D-4952926765CF},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,64690.7665100005,1195.04846981536
19897,CR-280, ,<A HREF=https://www.burlington.ca/en/zoning/exception_280.asp TARGET=new>CR-280</A>,https://www.burlington.ca/en/zoning/exception_280.asp ,{9BB56422-304E-4391-ADDA-1290F212A546},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,3649.90624000003,241.700595632633
19898,RM1-130, ,<A HREF=https://www.burlington.ca/en/zoning/exception_130.asp TARGET=new>RM1-130</A>,https://www.burlington.ca/en/zoning/exception_130.asp ,{D3B90723-DB81-4836-816F-B182DF8CBEBD},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,10596.1710700001,453.191288662257
19899,O2, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_5_o2_zone.asp TARGET=new>02</A>,https://www.burlington.ca/en/zoning/part_10_5_o2_zone.asp ,{F696C77C-B5B6-4EF2-94C3-EBBFBD9423A5},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,12215.5020100001,777.992935897121
19900,RO3, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_19_ro3_zone_regulations.asp TARGET=new>RO3</A>,https://www.burlington.ca/en/zoning/part_2_19_ro3_zone_regulations.asp ,{C9F558ED-F4AB-44F4-B990-D08642FC6E18},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,29336.3143100002,711.409232698926
19901,RM2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp TARGET=new>RM2</A>,https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp ,{250EC7EE-538C-4916-B0E1-56C9D8C4DFBF},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,34037.2028700003,799.575667635825
19902,R2.4, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp TARGET=new>R2.4</A>,https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp ,{2A9DD169-5D37-4D5D-A78F-0C31AB6DFC33},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,19292.5147800002,845.774789842423
19903,P, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_2_p_zone.asp TARGET=new>P</A>,https://www.burlington.ca/en/zoning/part_10_2_p_zone.asp ,{5BE1FA47-096B-4D78-8314-937877DB7963},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,20348.7962100002,618.146206531195
19904,R3.2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp TARGET=new>R3.2</A>,https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp ,{99EFF59C-CBB8-44E4-A8D2-6C106E61415F},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,9442.59413000007,543.48674066525
19905,R1.2-96, ,<A HREF=https://www.burlington.ca/en/zoning/exception_096.asp TARGET=new>R1.2-96</A>,https://www.burlington.ca/en/zoning/exception_096.asp ,{FC6E2D52-4B3C-4885-BE7F-63F579ADD4B1},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,65740.9390414545,1562.28057124313
19906,D-176, ,<A HREF=https://www.burlington.ca/en/zoning/exception_176.asp TARGET=new>D-176</A>,https://www.burlington.ca/en/zoning/exception_176.asp ,{0416850C-5690-4662-B7AC-EFC4D86EC41C},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,8188.21713750006,402.904854054658
19907,H-MXG-542, ,<A HREF=https://www.burlington.ca/en/zoning/exception_542.asp TARGET=new>MXG-542</A>,https://www.burlington.ca/en/zoning/exception_542.asp ,{7E0322CD-2A86-43DE-80AA-D15833EF71B2},COB,2022/06/29 13:08:32+00,MAW,2025/07/22 14:20:58+00,6594.68645728105,329.04821526513
19908,O2, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_5_o2_zone.asp TARGET=new>02</A>,https://www.burlington.ca/en/zoning/part_10_5_o2_zone.asp ,{8E127553-9BAD-4688-9C89-1E9FE861985E},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,21673.3102100002,979.373723733807
19909,R4, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_5_r4_zone_regulations.asp TARGET=new>R4</A>,https://www.burlington.ca/en/zoning/part_2_5_r4_zone_regulations.asp ,{145A83AB-E39C-45E1-8081-FAA80B07F021},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,11256.8422740793,428.966168702754
19910,H-R5-216,"SEE PART 11, APPENDIX A21",<A HREF=https://www.burlington.ca/en/zoning/exception_216.asp TARGET=new>H-R5-216</A>,https://www.burlington.ca/en/zoning/exception_216.asp ,{C578F841-5345-4875-9864-E05399A8E67C},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,444.714134768003,88.7122015969883
19911,R3.3, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp TARGET=new>R3.3</A>,https://www.burlington.ca/en/zoning/part_2_4_r1_r2_r3.asp ,{20A56974-6F75-4300-A64B-809BE7383E49},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,6001.00069000005,351.67979730326
19912,S, ,<A HREF=https://www.burlington.ca/en/zoning/part_12_2_s_zone.asp TARGET=new>S</A>,https://www.burlington.ca/en/zoning/part_12_2_s_zone.asp ,{E33680D2-EE11-4509-9B64-05BDC035DD55},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,650.577750000005,105.32992167083
19913,R2.4-422,,<A HREF=https://www.burlington.ca/en/zoning/exception_422.asp TARGET=new>R2.4-422</A>,https://www.burlington.ca/en/zoning/exception_422.asp ,{A55ED72E-0E71-4710-971B-B93B676B32FB},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,11603.3065538905,601.952507044633
19914,RM5, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_12_rm5_zone_regulations.asp TARGET=new>RM5</A>,https://www.burlington.ca/en/zoning/part_2_12_rm5_zone_regulations.asp ,{9E8A7EE1-B4D2-4106-BA2A-61211B4E54CE},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,21290.0932200002,615.378886149729
19915,RO3-308, ,<A HREF=https://www.burlington.ca/en/zoning/exception_308.asp TARGET=new>RO3-308</A>,https://www.burlington.ca/en/zoning/exception_308.asp ,{068E9B4B-6AD2-4932-BF43-82AA6E9DCF7E},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,6239.84143900405,414.319960686238
19916,H-RH1, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_13_rh_zone_permitted_uses.asp TARGET=new>H-RH1</A>,https://www.burlington.ca/en/zoning/part_2_13_rh_zone_permitted_uses.asp ,{A3EADD5F-4514-431E-854D-92D7162C29AC},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,982.828490000008,139.129143174257
19917,RM2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp TARGET=new>RM2</A>,https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp ,{B7C21402-556B-43F6-A2BF-8C83BE41CB98},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,12854.4227700001,727.563775174567
19918,RM2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp TARGET=new>RM2</A>,https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp ,{1F8A970F-418D-497C-BAAC-F94B9AB60C77},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,7775.02963000006,390.172801803671
19919,S, ,<A HREF=https://www.burlington.ca/en/zoning/part_12_2_s_zone.asp TARGET=new>S</A>,https://www.burlington.ca/en/zoning/part_12_2_s_zone.asp ,{111AA5F1-684A-4B11-8118-F8E957E05705},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,18388.4548925001,1295.71567125434
19920,MXG-6, ,<A HREF=https://www.burlington.ca/en/zoning/exception_006.asp TARGET=new>MXG-6</A>,https://www.burlington.ca/en/zoning/exception_006.asp ,{2F9E91B7-4434-4265-9C4E-F76D52262D28},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,20175.0470500002,659.417416271169
19921,RM2, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp TARGET=new>RM2</A>,https://www.burlington.ca/en/zoning/part_2_9_rm2_zone_regulations.asp ,{18FADCC3-B416-4B45-8B5F-263D95B1A14C},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,27096.1715900002,752.599376849259
19922,RO3, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_19_ro3_zone_regulations.asp TARGET=new>RO3</A>,https://www.burlington.ca/en/zoning/part_2_19_ro3_zone_regulations.asp ,{52BBFAD1-7E72-4EA2-9A36-9A9096528763},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,38466.2612820447,962.344275612858
19923,DNA,,<A HREF=https://www.burlington.ca/en/zoning/12__DNA_ZONE_REGULATIONS.asp TARGET=new>DNA</A>,https://www.burlington.ca/en/zoning/12__DNA_ZONE_REGULATIONS.asp ,{723B6430-50B2-40AE-8933-2424C2613EA8},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,130448.116004835,3328.80124912601
19924,DNA,,<A HREF=https://www.burlington.ca/en/zoning/12__DNA_ZONE_REGULATIONS.asp TARGET=new>DNA</A>,https://www.burlington.ca/en/zoning/12__DNA_ZONE_REGULATIONS.asp ,{8F12F145-A76D-43B6-A7C1-1F2B69E7187D},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,38102.0445750915,884.529463150428
19925,DNA,,<A HREF=https://www.burlington.ca/en/zoning/12__DNA_ZONE_REGULATIONS.asp TARGET=new>DNA</A>,https://www.burlington.ca/en/zoning/12__DNA_ZONE_REGULATIONS.asp ,{5AE5550E-1F29-4DC3-A8C4-F444AD19EAB9},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,350652.731158829,6768.77488059207
19926,O3-196,,<A HREF=https://www.burlington.ca/en/zoning/exception_196.asp TARGET=new>O3-196</A>,https://www.burlington.ca/en/zoning/exception_196.asp ,{A0AA4D34-F90D-4F05-91AD-B207444372DE},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,16128.2572967557,891.359077000096
19927,O3-196,,<A HREF=https://www.burlington.ca/en/zoning/exception_196.asp TARGET=new>O3-196</A>,https://www.burlington.ca/en/zoning/exception_196.asp ,{E6123B78-3CD2-47E8-98C3-B32A71DA3AA8},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,36897.8619500307,950.836890314666
19928,O3-196,,<A HREF=https://www.burlington.ca/en/zoning/exception_196.asp TARGET=new>O3-196</A>,https://www.burlington.ca/en/zoning/exception_196.asp ,{956DBABD-1058-4386-A4BA-076A0F461EB9},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,75696.5042477406,1379.54544011217
19929,O3-196,,<A HREF=https://www.burlington.ca/en/zoning/exception_196.asp TARGET=new>O3-196</A>,https://www.burlington.ca/en/zoning/exception_196.asp ,{0948EBBB-53FE-4603-953A-88C2D7C566DB},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,10465.6177946285,533.459131063672
19930,R2.3-184, ,<A HREF=https://www.burlington.ca/en/zoning/exception_184.asp TARGET=new>R2.3-184</A>,https://www.burlington.ca/en/zoning/exception_184.asp ,{83D3FA35-C1E8-428B-B522-52FA6F9EC05A},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,43973.5174500003,1155.52143357879
19931,RM3-173, ,<A HREF=https://www.burlington.ca/en/zoning/exception_173.asp TARGET=new>RM3-173</A>,https://www.burlington.ca/en/zoning/exception_173.asp ,{E22067A7-18C2-4179-8B5E-334973B75A4A},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,14796.9123122699,523.315676191803
19932,P, ,<A HREF=https://www.burlington.ca/en/zoning/part_10_2_p_zone.asp TARGET=new>P</A>,https://www.burlington.ca/en/zoning/part_10_2_p_zone.asp ,{71FD526A-60D3-4AC1-A341-B269EA3DA5FF},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,23720.5153700002,647.223988063197
19933,RM1, ,<A HREF=https://www.burlington.ca/en/zoning/part_2_8_rm1_zone_regulations.asp TARGET=new>RM1</A>,https://www.burlington.ca/en/zoning/part_2_8_rm1_zone_regulations.asp ,{6ED6D066-3BEF-4D3C-BC24-F04B549B096E},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,23998.7660800002,841.678061622492
19934,GE1, ,<A HREF=https://www.burlington.ca/en/zoning/part_3_6_ge_zone_regulations.asp TARGET=new>GE1</A>,https://www.burlington.ca/en/zoning/part_3_6_ge_zone_regulations.asp ,{B132340A-DAC1-4811-8F44-F942BE712F8C},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,4149.81579000003,490.794183473073
19935,DRH, ,<A HREF=https://www.burlington.ca/en/zoning/part_6_6_drh_zone_regulations.asp TARGET=new>DRH</A>,https://www.burlington.ca/en/zoning/part_6_6_drh_zone_regulations.asp ,{AF0A9974-506B-4B87-998B-D4132570BDE4},COB,2022/06/29 13:08:32+00,COB,2022/06/29 13:08:32+00,12385.2817200001,445.22821253781
